company,phone,email,website,address,city,state,rating,reviews,lead_score,tier
Desert Epoxy Solutions,(480) 555-1101,info@desertepoxy.com,https://desertepoxy.com,,Tempe,AZ,4.9,83,95,
Valley Metallic Epoxy Specialists,(480) 555-1505,info@valleymetallic.com,https://valleymetallic.com,,Tempe,AZ,4.9,94,95,
Tempe Garage Coatings,(480) 555-1303,quote@tempegaragecoatings.com,https://tempegaragecoatings.com,,Tempe,AZ,4.8,72,90,
AZ Polyurea Floor Coatings,(480) 555-1606,contact@azpolyurea.com,https://azpolyurea.com,,Tempe,AZ,4.6,38,90,
Maricopa Decorative Concrete,(480) 555-1909,bids@maricopadecorative.com,https://maricopadecorative.com,,Tempe,AZ,4.7,45,90,
Sonoran Surface Prep Inc.,(480) 555-1404,bids@sonoransurface.com,https://sonoransurface.com,,Tempe,AZ,4.5,29,88,
Cactus Concrete Resurfacing,(480) 555-1707,service@cactusconcrete.com,https://cactusconcrete.com,,Tempe,AZ,4.4,23,85,
Southwest Concrete & Polish,(480) 555-1202,hello@swconcrete.com,https://swconcrete.com,,Tempe,AZ,4.7,56,75,
Sun Devil Industrial Floors,(480) 555-1808,info@sundevilfloors.com,https://sundevilfloors.com,,Tempe,AZ,4.8,61,75,
Tempe Flake & Chip Floor Systems,(480) 555-2010,quote@tempeflakefloors.com,https://tempeflakefloors.com,,Tempe,AZ,4.5,17,67,
Home Improvement Warehouse,,,,,Tempe,AZ,4.7,274,65,
JJ Warehouse Solutions,,,,,Tempe,AZ,4.7,13,57,
Superior Epoxy Floors,,,,,Tempe,AZ,5,0,55,
Two Brothers Epoxy Flooring,,,,,Tempe,AZ,4.9,0,55,
Clean Air Epoxy,,,,,Tempe,AZ,5,0,55,
Epoxy Flooring Phoenix,,,,,Tempe,AZ,4.9,0,55,
Quality Epoxy,,,,,Tempe,AZ,5,0,55,
Marvelous Epoxy Flooring,,,,,Tempe,AZ,5,0,55,
Ultimate Concrete Coatings & Epoxy Flooring,,,,,Tempe,AZ,4.6,0,55,
Epoxy Strong Phoenix,,,,,Tempe,AZ,5,0,55,
Orange Door Custom Coatings - Epoxy Flooring & Painting,,,,,Tempe,AZ,4.7,0,55,
Brilliant Epoxy Flooring Inc,,,,,Tempe,AZ,4.9,0,55,
MR Epoxy,,,,,Tempe,AZ,5,0,55,
Mesa Epoxy,,,,,Tempe,AZ,5,0,55,
Arizona Valley Epoxy,,,,,Tempe,AZ,5,0,55,
Dialed In Epoxy Systems LLC,,,,,Tempe,AZ,4.9,0,55,
Epoxy Garage Floor Coatings - Phoenix,,,,,Tempe,AZ,5,0,55,
Epoxy Arizona Floor Restoration,,,,,Tempe,AZ,5,0,55,
Concrete Repairman® Foundation Repair,,,,,Tempe,AZ,4.9,0,55,
AZ Polished Concrete,,,,,Tempe,AZ,4.6,0,55,
Premier Concrete Resurfacing LLC,,,,,Tempe,AZ,4.9,0,55,
Flatline Concrete Grinding,,,,,Tempe,AZ,5,0,55,
VALLEY CONCRETE GRINDING DUST FREE,,,,,Tempe,AZ,5,0,55,
Polished Concrete Contractor,,,,,Tempe,AZ,4.9,0,55,
Arizona Concrete Repair Inc.,,,,,Tempe,AZ,5,0,55,
Decorative Concrete Services LLC,,,,,Tempe,AZ,5,0,55,
Abrasive Blasting of Arizona,,,,,Tempe,AZ,5,0,53,
Precision Garage Works,,,,,Tempe,AZ,5,0,50,
Armor-Kote Garage Floors,,,,,Tempe,AZ,5,0,50,
Guardian Garage Floors,,,,,Tempe,AZ,5,0,50,
Garage Pros 1,,,,,Tempe,AZ,5,0,50,
The Garage Floor Company Arizona,,,,,Tempe,AZ,4.9,0,50,
GarageFloorCoating.com,,,,,Tempe,AZ,4.9,0,50,
Epoxy Daddy LLC,,,,,Tempe,AZ,4.2,0,50,
Garage Force of Southeast Valley,,,,,Tempe,AZ,5,0,50,
E2U Corporate & Manufacturing,,,,,Tempe,AZ,4.7,0,50,
"Garage Floor in 24, LLC",,,,,Tempe,AZ,5,0,50,
Yezco Concrete Polishing,,,,,Tempe,AZ,4.4,0,50,
Choice Auto Repair,,,,,Tempe,AZ,4.9,0,50,
We-Fix-It Auto Repair,,,,,Tempe,AZ,4.8,0,50,
Mile Auto Repair,,,,,Tempe,AZ,4.8,0,50,
Ly Auto Repair,,,,,Tempe,AZ,5,0,50,
Gemba Automotive,,,,,Tempe,AZ,4.8,0,50,
Rob's Auto Repair,,,,,Tempe,AZ,4.9,0,50,
Greulich's Automotive Repair,,,,,Tempe,AZ,4.7,0,50,
Interstate Auto Repair,,,,,Tempe,AZ,4.9,0,50,
Lifetime Automotive,,,,,Tempe,AZ,4.8,0,50,
Hyland Auto Repair,,,,,Tempe,AZ,4.6,0,50,
Elite Auto Repair,,,,,Tempe,AZ,4.6,0,50,
Scottsdale Collision Center - Tempe Auto Body Shop & Collision Repair,,,,,Tempe,AZ,4.8,0,50,
First Choice Auto Body and Paint,,,,,Tempe,AZ,4.9,0,50,
Harvil Auto Body,,,,,Tempe,AZ,4.6,0,50,
Meet Your Mechanic,,,,,Tempe,AZ,4.8,0,50,
American Five Star Auto Repair & Transmission,,,,,Tempe,AZ,4.6,0,50,
All Town Auto Repair,,,,,Tempe,AZ,4.6,0,50,
City of Buckeye Fleet Maintenance Department,,,,,Tempe,AZ,4.8,0,50,
Serious Fleet & Automotive,,,,,Tempe,AZ,5,0,50,
"UMS Manufacturing Services, LLC",,,,,Tempe,AZ,5,0,50,
Venus Manufacturing Co,,,,,Tempe,AZ,4.8,0,50,
Tempe Mechanical Headquarters,,,,,Tempe,AZ,4.5,0,50,
Innovia Manufacturing & Fabrication,,,,,Tempe,AZ,5,0,50,
Vortex Doors,,,,,Tempe,AZ,4.9,494,50,
Manufacturers Floor Covering Outlet,,,,,Tempe,AZ,5,68,50,
Best Priced Flooring Co,,,,,Tempe,AZ,4.9,59,50,
Phoenix Winsupply,,,,,Tempe,AZ,4.9,71,50,
"Optum Home Solutions, LLC",,,,,Tempe,AZ,4.7,449,50,
Builderz Warehouse,,,,,Tempe,AZ,3.5,15,47,
"Good Works Auto Repair, LLC",,,,,Tempe,AZ,4.4,0,45,
Tempe Auto Repair,,,,,Tempe,AZ,4.4,0,45,
AAA Tempe Auto Repair Center,,,,,Tempe,AZ,4.3,0,45,
Bill Luke Tempe Automotive Parts & Service,,,,,Tempe,AZ,4.4,0,45,
Auto Body & Repair Shop Tempe,,,,,Tempe,AZ,4.1,0,45,
Maaco Auto Body Shop & Painting,,,,,Tempe,AZ,4.3,0,45,
Precision Auto Body,,,,,Tempe,AZ,4.4,0,45,
Arizona Custom Blends Manufacturing,,,,,Tempe,AZ,4,0,45,
Tempe Mechanical,,,,,Tempe,AZ,4.1,0,45,
Building Materials Outlet,,,,,Tempe,AZ,4,351,45,
The Contractor Guys,,,,,Tempe,AZ,4.9,33,45,
Earth Friendly Building Materials LLC,,,,,Tempe,AZ,4.8,22,45,
"Steady Install, Inc.",,,,,Tempe,AZ,4.7,32,45,
Stardust Building Supplies,,,,,Tempe,AZ,4.3,361,45,
The Dump Luxe Furniture Outlet,,,,,Tempe,AZ,4.1,3936,45,
REI Distribution Center,,,,,Tempe,AZ,4.3,0,45,
Portal Warehousing | Co-Warehousing & Logistics Space in Phoenix,,,,,Tempe,AZ,5,18,42,
Arizona Epoxy Systems,,,,,Tempe,AZ,3.4,0,40,
Epoxy Floors,,,,,Tempe,AZ,0,0,40,
Concrete Polishing,,,,,Tempe,AZ,0,0,40,
Mesa Concrete Staining,,,,,Tempe,AZ,0,0,40,
"Concrete Finishing, Inc",,,,,Tempe,AZ,0,0,40,
Mesa On-Site Truck Repair,,,,,Tempe,AZ,3.7,0,40,
Chasse Building Team,,,,,Tempe,AZ,4.3,32,40,
Safeway Distribution Center,,,,,Tempe,AZ,3.5,0,40,
Commercial Construction Products,,,,,Tempe,AZ,5,3,38,
Diamond Blade Warehouse,,,,,Tempe,AZ,3,2,38,
